ID,Breed,Breed_Size,Sex,Age,Weight_lbs,SpayNeuter_Status,Daily_Activity_Level,Diet,Food_Brand,Daily_Walk_Distance_miles,Other_Pets_in_Household,Medications,Seizures,Hours_of_Sleep,Play_Time_hrs,Owner_Activity_Level,Annual_Vet_Visits,Average_Temperature_F,Synthetic,Healthy
9159,Beagle,Small,Male,10.0,49.0,,Active,Special_diet,Nutro,3.0,No,No,No,14.0,1.0,Very_Active,1.0,43.0,Yes,Yes
9160,Bulldog,Medium,Male,9.0,31.0,,,Hard_food,Blue_Buffalo,3.0,Yes,Yes,No,10.0,2.0,Moderate,0.0,52.0,Yes,No
9161,Siberian_Husky,Medium,,8.0,52.0,,Low,Wet_food,Iams,3.0,No,No,Yes,11.0,1.0,Low,3.0,40.0,Yes,No
9162,Golden_Retriever,Large,Female,11.0,58.0,Spayed,Active,Special_diet,Iams,0.0,Yes,No,No,11.0,1.0,,1.0,62.0,Yes,Yes
9163,Great_Dane,Large,Female,12.0,45.0,Neutered,Very_Active,Home_cooked,,2.0,Yes,No,No,13.0,3.0,,2.0,40.0,Yes,Yes
9164,Boxer,Medium,Female,11.0,56.0,Neutered,Low,Hard_food,Hills_Science,1.0,Yes,Yes,No,10.0,1.0,Active,0.0,47.0,Yes,No
9165,Golden_Retriever,Large,Female,11.0,62.0,Neutered,Active,Wet_food,Hills_Science,4.0,Yes,Yes,No,11.0,1.0,Active,0.0,62.0,Yes,No
9166,Doberman,Large,Male,1.0,44.0,,Low,Wet_food,Pedigree,3.0,Yes,Yes,No,11.0,2.0,,0.0,36.0,Yes,No
9167,Australian_Shepherd,Medium,Male,9.0,51.0,Spayed,Very_Active,Wet_food,Royal_Canin,2.0,No,Yes,No,11.0,2.0,Moderate,1.0,51.0,Yes,Yes
9168,Chihuahua,Small,Female,6.0,68.0,Neutered,Moderate,Wet_food,Iams,1.0,No,Yes,No,13.0,2.0,Moderate,2.0,50.0,Yes,Yes
9169,Golden_Retriever,Large,Female,10.0,77.0,Spayed,Low,Wet_food,Purina,1.0,No,No,No,12.0,1.0,Low,3.0,64.0,Yes,Yes
9170,Great_Dane,Large,Female,3.0,35.0,Spayed,,Hard_food,Wellness,3.0,No,Yes,No,10.0,3.0,Moderate,1.0,69.0,,Yes
9171,Australian_Shepherd,Medium,Male,7.0,91.0,,Very_Active,Special_diet,Iams,2.0,Yes,No,No,9.0,1.0,Very_Active,2.0,61.0,Yes,Yes
9172,Chihuahua,Small,Male,13.0,51.0,Spayed,Active,Home_cooked,Special,5.0,Yes,Yes,No,12.0,1.0,Low,2.0,62.0,Yes,
9173,Boxer,Medium,Male,11.0,69.0,,,Special_diet,Iams,1.0,No,No,No,9.0,1.0,,3.0,46.0,Yes,Yes
9174,Rottweiler,Large,Female,4.0,61.0,,Low,Hard_food,Hills_Science,3.0,Yes,No,No,11.0,,Low,0.0,72.0,Yes,No
9175,Beagle,Small,Male,9.0,55.0,,Low,Special_diet,Hills_Science,0.0,No,No,No,11.0,0.0,,4.0,38.0,Yes,Yes
9176,Dachshund,Small,Female,,22.0,Neutered,Low,Special_diet,Pedigree,1.0,Yes,No,No,9.0,3.0,Low,1.0,42.0,Yes,Yes
9177,Beagle,Small,Female,2.0,46.0,Spayed,Active,Special_diet,Blue_Buffalo,2.0,No,No,No,12.0,,Low,0.0,45.0,Yes,Yes
9178,Bulldog,Medium,Female,13.0,60.0,,Moderate,Wet_food,Purina,3.0,Yes,Yes,No,10.0,2.0,Moderate,2.0,60.0,Yes,No
9179,German_Shepherd,Large,Male,6.0,39.0,,Very_Active,Home_cooked,Special,1.0,No,Yes,No,12.0,1.0,,2.0,63.0,Yes,Yes
9180,Labrador_Retriever,Large,Male,10.0,41.0,Spayed,Moderate,Home_cooked,Special,3.0,Yes,No,No,11.0,1.0,,2.0,77.0,Yes,Yes
9181,Dachshund,Small,,13.0,56.0,Neutered,Active,Special_diet,Iams,1.0,Yes,No,No,12.0,1.0,Very_Active,0.0,52.0,Yes,Yes
9182,Dachshund,Small,Male,4.0,40.0,,Moderate,Hard_food,Royal_Canin,4.0,Yes,No,No,9.0,0.0,Moderate,2.0,70.0,Yes,Yes
9183,Great_Dane,Large,Female,,53.0,Spayed,Active,Special_diet,Wellness,1.0,No,No,No,10.0,2.0,Very_Active,1.0,53.0,Yes,Yes
9184,Yorkshire_Terrier,Small,Male,11.0,64.0,Spayed,Low,Home_cooked,Special,2.0,No,Yes,No,9.0,3.0,Moderate,4.0,85.0,Yes,Yes
9185,Poodle,Small,Female,12.0,41.0,Spayed,Moderate,Special_diet,Purina,0.0,Yes,No,No,12.0,0.0,,1.0,67.0,Yes,Yes
9186,Yorkshire_Terrier,Small,Female,5.0,48.0,Spayed,Very_Active,Wet_food,Purina,4.0,Yes,No,No,10.0,0.0,Moderate,2.0,73.0,Yes,Yes
9187,Boxer,Medium,Female,7.0,17.0,Spayed,Active,Hard_food,Pedigree,1.0,No,Yes,No,11.0,0.0,,1.0,66.0,Yes,Yes
9188,Poodle,Small,,11.0,46.0,Neutered,Very_Active,Home_cooked,Special,3.0,Yes,Yes,No,11.0,1.0,Very_Active,1.0,73.0,Yes,Yes
9189,German_Shepherd,Large,Male,1.0,53.0,Neutered,Moderate,Special_diet,Purina,2.0,No,Yes,No,12.0,2.0,Moderate,1.0,71.0,Yes,Yes
9190,Siberian_Husky,Medium,Male,10.0,39.0,,Very_Active,Home_cooked,Special,2.0,No,Yes,No,13.0,2.0,Low,2.0,60.0,Yes,
9191,German_Shepherd,Large,Male,4.0,37.0,,Very_Active,Home_cooked,Special,3.0,,Yes,No,13.0,0.0,Moderate,2.0,95.0,Yes,Yes
9192,German_Shepherd,Large,Female,8.0,61.0,Spayed,Active,Home_cooked,Special,1.0,Yes,No,No,12.0,2.0,Active,2.0,67.0,Yes,Yes
9193,Labrador_Retriever,,Female,9.0,73.0,,Very_Active,Wet_food,Pedigree,3.0,Yes,Yes,No,10.0,2.0,Active,2.0,58.0,Yes,No
9194,,Large,Male,3.0,60.0,,Low,,Wellness,3.0,No,Yes,No,12.0,2.0,Moderate,1.0,39.0,Yes,Yes
9195,Australian_Shepherd,Medium,Female,12.0,58.0,Spayed,Low,,Special,4.0,Yes,No,No,13.0,2.0,Very_Active,1.0,71.0,Yes,Yes
9196,Beagle,Small,Female,2.0,48.0,Neutered,Very_Active,Wet_food,Blue_Buffalo,1.0,No,Yes,No,8.0,4.0,Active,2.0,91.0,Yes,Yes
9197,Poodle,Small,Female,8.0,21.0,,Very_Active,Special_diet,Nutro,0.0,Yes,No,Yes,8.0,1.0,Active,3.0,59.0,Yes,
9198,Rottweiler,Large,Male,7.0,52.0,Spayed,Very_Active,Special_diet,Hills_Science,4.0,Yes,No,No,12.0,1.0,,1.0,51.0,Yes,Yes
9199,Boxer,Medium,Female,9.0,49.0,Neutered,Low,Home_cooked,Special,4.0,No,Yes,No,8.0,1.0,Moderate,4.0,75.0,Yes,Yes
9200,Boxer,Medium,Female,8.0,,,Very_Active,Wet_food,Wellness,3.0,No,Yes,No,12.0,1.0,Low,,49.0,Yes,Yes
9201,Labrador_Retriever,Large,Female,2.0,56.0,Neutered,Very_Active,Wet_food,Pedigree,0.0,Yes,No,No,13.0,2.0,,,73.0,Yes,Yes
9202,Chihuahua,Small,Female,10.0,51.0,Spayed,,Hard_food,Blue_Buffalo,2.0,No,Yes,No,11.0,2.0,Active,1.0,30.0,Yes,Yes
9203,Golden_Retriever,Large,Male,1.0,,Neutered,Low,Hard_food,Nutro,2.0,No,No,No,10.0,1.0,Moderate,0.0,52.0,Yes,No
9204,Australian_Shepherd,,Female,9.0,37.0,Spayed,Very_Active,Special_diet,Nutro,5.0,Yes,No,No,12.0,3.0,Very_Active,3.0,72.0,Yes,Yes
9205,Labrador_Retriever,Large,Female,6.0,,,Moderate,Home_cooked,Special,3.0,No,Yes,No,10.0,1.0,Very_Active,0.0,70.0,Yes,No
9206,Boxer,Medium,Female,7.0,58.0,Neutered,,Home_cooked,Special,2.0,Yes,Yes,No,11.0,,,0.0,61.0,,Yes
9207,Great_Dane,Large,Male,4.0,55.0,Spayed,Very_Active,Hard_food,Royal_Canin,2.0,Yes,No,No,13.0,0.0,Active,0.0,91.0,Yes,Yes
9208,Australian_Shepherd,Medium,Female,5.0,42.0,Neutered,Low,Home_cooked,Special,3.0,No,Yes,No,10.0,3.0,Low,2.0,51.0,Yes,Yes
9209,Australian_Shepherd,Medium,Female,6.0,38.0,Neutered,,,,5.0,Yes,No,No,10.0,2.0,Low,0.0,54.0,Yes,Yes
9210,,Large,Male,,71.0,Spayed,,Home_cooked,Special,3.0,No,No,No,12.0,1.0,Very_Active,1.0,,Yes,Yes
9211,Dachshund,Small,Male,4.0,79.0,,Very_Active,Special_diet,Iams,3.0,Yes,No,No,11.0,1.0,Very_Active,0.0,54.0,Yes,Yes
9212,Rottweiler,Large,Male,1.0,35.0,Spayed,,Special_diet,,2.0,Yes,No,No,11.0,1.0,,1.0,66.0,Yes,Yes
9213,Poodle,Small,Female,6.0,49.0,,,Hard_food,Blue_Buffalo,4.0,No,No,No,10.0,1.0,Active,1.0,79.0,Yes,Yes
9214,Rottweiler,Large,Female,3.0,58.0,Spayed,Low,Special_diet,Iams,,Yes,Yes,No,9.0,2.0,Moderate,1.0,73.0,Yes,Yes
9215,German_Shepherd,Large,Male,12.0,56.0,,,Hard_food,Pedigree,4.0,Yes,No,No,8.0,2.0,Moderate,0.0,71.0,Yes,No
9216,Great_Dane,Large,Male,12.0,46.0,Spayed,Very_Active,Special_diet,Wellness,4.0,No,Yes,No,11.0,2.0,Low,1.0,59.0,Yes,Yes
9217,German_Shepherd,Large,Female,4.0,39.0,Neutered,Low,Hard_food,Iams,4.0,Yes,Yes,Yes,11.0,0.0,Active,2.0,75.0,Yes,No
9218,Beagle,Small,Male,2.0,39.0,,Low,Home_cooked,Special,,No,No,Yes,11.0,,Very_Active,2.0,99.0,Yes,Yes
9219,Dachshund,Small,,5.0,64.0,Spayed,Active,Wet_food,Hills_Science,1.0,No,No,No,10.0,2.0,Active,2.0,67.0,Yes,Yes
9220,Chihuahua,Small,Female,1.0,37.0,Spayed,Moderate,Hard_food,Iams,2.0,No,Yes,No,10.0,2.0,Low,2.0,71.0,Yes,No
9221,Poodle,Small,Male,8.0,47.0,Spayed,Moderate,Home_cooked,Special,2.0,Yes,No,No,11.0,1.0,Moderate,1.0,67.0,Yes,Yes
9222,Labrador_Retriever,Large,Male,7.0,61.0,Spayed,Low,Hard_food,Blue_Buffalo,3.0,No,Yes,No,14.0,4.0,Very_Active,0.0,57.0,Yes,
9223,Bulldog,Medium,Male,6.0,40.0,Spayed,Low,Hard_food,Royal_Canin,1.0,No,Yes,No,8.0,1.0,Low,0.0,40.0,Yes,No
9224,Beagle,Small,Male,1.0,80.0,,Low,Special_diet,Blue_Buffalo,2.0,Yes,Yes,No,13.0,3.0,Moderate,1.0,70.0,Yes,Yes
9225,German_Shepherd,Large,Male,1.0,64.0,,,Hard_food,Nutro,4.0,No,Yes,No,10.0,0.0,Moderate,1.0,76.0,Yes,No
9226,Poodle,Small,Male,11.0,48.0,,Active,Special_diet,Blue_Buffalo,1.0,No,No,No,12.0,2.0,Active,2.0,68.0,Yes,Yes
9227,Beagle,Small,Female,12.0,65.0,,Active,Hard_food,Nutro,4.0,No,No,No,8.0,1.0,Moderate,0.0,66.0,Yes,No
9228,Dachshund,Small,Male,7.0,31.0,,,Hard_food,Purina,1.0,Yes,,Yes,10.0,1.0,Active,0.0,47.0,Yes,No
9229,Yorkshire_Terrier,Small,Female,13.0,36.0,,Moderate,Special_diet,Iams,3.0,Yes,No,No,,1.0,Active,3.0,53.0,Yes,Yes
9230,Boxer,Medium,Female,4.0,41.0,,,,Blue_Buffalo,,No,No,No,10.0,1.0,,1.0,42.0,Yes,Yes
9231,Labrador_Retriever,Large,Female,9.0,46.0,,Active,Special_diet,Nutro,,Yes,Yes,Yes,9.0,0.0,Active,1.0,77.0,Yes,No
9232,Siberian_Husky,Medium,Male,13.0,22.0,,Active,Hard_food,Wellness,4.0,No,,No,10.0,2.0,,1.0,54.0,Yes,No
9233,Chihuahua,Small,Male,5.0,70.0,Neutered,Very_Active,Hard_food,Hills_Science,0.0,Yes,No,No,9.0,0.0,,2.0,60.0,Yes,Yes
9234,Yorkshire_Terrier,Small,Female,2.0,34.0,Neutered,Low,Home_cooked,Special,5.0,Yes,No,No,10.0,2.0,Low,1.0,59.0,Yes,Yes
9235,Golden_Retriever,Large,Female,9.0,46.0,Neutered,,Home_cooked,Special,3.0,No,Yes,No,12.0,0.0,Low,1.0,47.0,Yes,Yes
9236,,Large,Female,1.0,62.0,Spayed,Active,,Wellness,3.0,Yes,Yes,No,14.0,1.0,Active,1.0,36.0,Yes,Yes
9237,Yorkshire_Terrier,Small,Male,10.0,45.0,Spayed,Active,Wet_food,Royal_Canin,2.0,Yes,No,No,11.0,2.0,Very_Active,0.0,47.0,Yes,Yes
9238,Dachshund,Small,Female,2.0,48.0,Spayed,Very_Active,Home_cooked,Special,3.0,No,Yes,No,11.0,1.0,Very_Active,0.0,65.0,Yes,Yes
9239,Beagle,Small,Male,10.0,32.0,Neutered,,Wet_food,Royal_Canin,3.0,No,No,No,10.0,1.0,Low,3.0,49.0,,Yes
9240,Golden_Retriever,Large,Female,13.0,62.0,Neutered,,Home_cooked,Special,3.0,Yes,Yes,Yes,10.0,3.0,,1.0,57.0,Yes,No
9241,Siberian_Husky,Medium,Male,10.0,21.0,Neutered,,Hard_food,Nutro,2.0,,Yes,No,10.0,1.0,Very_Active,0.0,57.0,Yes,No
9242,Great_Dane,Large,Female,11.0,63.0,Spayed,Very_Active,Wet_food,Nutro,,No,Yes,No,11.0,2.0,Active,2.0,64.0,Yes,Yes
9243,Doberman,Large,Female,12.0,72.0,,Low,Wet_food,Purina,6.0,Yes,Yes,,11.0,,Very_Active,,65.0,Yes,No
9244,Boxer,Medium,Female,13.0,70.0,Neutered,Low,Wet_food,,,No,Yes,No,14.0,2.0,,1.0,49.0,Yes,No
9245,Doberman,Large,Female,5.0,64.0,Spayed,Low,Special_diet,Iams,2.0,Yes,Yes,Yes,10.0,1.0,Low,1.0,54.0,Yes,Yes
9246,Boxer,Medium,Male,9.0,53.0,Neutered,Moderate,Wet_food,Hills_Science,2.0,No,Yes,No,12.0,0.0,Very_Active,0.0,64.0,Yes,No
9247,Boxer,Medium,Male,8.0,38.0,Neutered,Very_Active,Hard_food,,0.0,,No,No,9.0,1.0,Low,2.0,54.0,Yes,Yes
9248,Beagle,Small,Male,2.0,61.0,,Very_Active,Special_diet,,3.0,No,Yes,No,8.0,3.0,Very_Active,3.0,60.0,Yes,Yes
9249,Poodle,Small,Male,6.0,55.0,Spayed,Moderate,Wet_food,Nutro,3.0,No,,No,11.0,3.0,Active,3.0,,Yes,Yes
9250,Rottweiler,Large,Female,7.0,,Spayed,Moderate,Wet_food,Purina,5.0,No,No,,11.0,1.0,Very_Active,1.0,69.0,Yes,Yes
9251,Golden_Retriever,Large,Male,12.0,42.0,Neutered,,Wet_food,Royal_Canin,4.0,,,No,12.0,1.0,Very_Active,1.0,48.0,Yes,No
9252,German_Shepherd,Large,Female,12.0,62.0,Neutered,,Wet_food,Nutro,0.0,No,No,No,11.0,2.0,Moderate,1.0,98.0,Yes,Yes
9253,Chihuahua,Small,Male,9.0,27.0,Neutered,,Home_cooked,Special,1.0,No,No,No,11.0,1.0,Very_Active,2.0,97.0,Yes,Yes
9254,Doberman,Large,Female,9.0,55.0,Neutered,Active,Special_diet,Iams,2.0,Yes,No,No,13.0,2.0,,1.0,63.0,Yes,Yes
9255,,Small,Male,11.0,70.0,Spayed,Low,Hard_food,Blue_Buffalo,3.0,,No,No,12.0,0.0,Very_Active,,53.0,Yes,No
9256,Chihuahua,,Female,11.0,59.0,Neutered,,Special_diet,Nutro,0.0,No,No,No,9.0,3.0,,1.0,57.0,Yes,Yes
9257,Labrador_Retriever,Large,Male,6.0,85.0,Spayed,Moderate,Hard_food,Wellness,3.0,No,No,No,12.0,1.0,Active,0.0,66.0,Yes,No
9258,Boxer,Medium,Male,8.0,23.0,Spayed,Active,Wet_food,Iams,1.0,Yes,Yes,,9.0,2.0,,2.0,,Yes,Yes
9259,Australian_Shepherd,Medium,Male,8.0,66.0,Neutered,Very_Active,Wet_food,Hills_Science,2.0,Yes,,No,10.0,1.0,Moderate,3.0,80.0,Yes,Yes
9260,Labrador_Retriever,Large,Male,9.0,39.0,Spayed,,Home_cooked,Special,1.0,Yes,No,No,13.0,1.0,Active,1.0,55.0,Yes,Yes
9261,Great_Dane,Large,Male,3.0,30.0,Spayed,,Special_diet,Purina,5.0,No,,No,11.0,3.0,Moderate,1.0,72.0,,Yes
9262,Siberian_Husky,Medium,Female,10.0,68.0,,Moderate,Wet_food,Nutro,4.0,Yes,Yes,No,11.0,1.0,Active,1.0,52.0,Yes,No
9263,,Small,Female,8.0,50.0,Spayed,Low,Wet_food,Iams,1.0,,Yes,No,11.0,3.0,Active,1.0,71.0,Yes,Yes
9264,German_Shepherd,Large,Male,8.0,49.0,,Low,Hard_food,Blue_Buffalo,,,No,No,12.0,3.0,Low,2.0,59.0,Yes,Yes
9265,Bulldog,Medium,Male,8.0,57.0,,Low,Wet_food,Iams,4.0,No,No,No,12.0,0.0,,0.0,80.0,Yes,No
9266,German_Shepherd,Large,Male,12.0,39.0,,Low,Hard_food,Royal_Canin,4.0,Yes,No,No,9.0,1.0,,3.0,44.0,Yes,No
9267,,Medium,Male,6.0,62.0,Neutered,Low,Hard_food,Royal_Canin,3.0,No,No,No,12.0,0.0,Moderate,2.0,65.0,Yes,Yes
9268,Chihuahua,Small,,6.0,50.0,Spayed,Low,Hard_food,Purina,3.0,No,No,No,,0.0,Very_Active,0.0,,Yes,
9269,Bulldog,Medium,Female,1.0,58.0,Spayed,Very_Active,Home_cooked,Special,3.0,No,No,No,14.0,3.0,Very_Active,0.0,54.0,Yes,Yes
9270,Beagle,Small,Female,8.0,61.0,Neutered,Low,Home_cooked,Special,0.0,No,No,No,12.0,1.0,Moderate,2.0,62.0,Yes,Yes
9271,Doberman,Large,Male,3.0,38.0,,Low,Special_diet,Royal_Canin,3.0,No,No,No,12.0,2.0,,2.0,70.0,Yes,Yes
9272,German_Shepherd,Large,Female,9.0,39.0,,Active,Wet_food,Purina,3.0,No,No,No,12.0,0.0,Low,0.0,67.0,Yes,No
9273,Golden_Retriever,Large,Male,3.0,39.0,,Low,Hard_food,Blue_Buffalo,3.0,Yes,Yes,No,13.0,1.0,Low,2.0,70.0,Yes,No
9274,Bulldog,Medium,Female,3.0,26.0,,Active,Home_cooked,Special,3.0,Yes,Yes,No,9.0,2.0,,1.0,66.0,Yes,Yes
9275,Dachshund,Small,Male,10.0,37.0,Spayed,Active,Home_cooked,Special,1.0,No,No,No,11.0,2.0,Very_Active,0.0,75.0,Yes,Yes
9276,Beagle,,Female,5.0,73.0,,Moderate,Wet_food,Royal_Canin,4.0,Yes,Yes,No,10.0,2.0,Low,1.0,90.0,Yes,No
9277,Bulldog,Medium,Female,9.0,62.0,Spayed,Moderate,Hard_food,Pedigree,4.0,No,No,No,,1.0,Moderate,1.0,38.0,Yes,Yes
9278,Doberman,Large,Female,10.0,63.0,,Low,Hard_food,Nutro,4.0,Yes,Yes,No,9.0,0.0,Active,1.0,64.0,Yes,No
9279,Yorkshire_Terrier,Small,Female,2.0,51.0,Spayed,Moderate,Home_cooked,Special,1.0,No,No,No,13.0,2.0,Active,3.0,71.0,Yes,Yes
9280,Siberian_Husky,Medium,Female,2.0,58.0,,Active,Hard_food,Hills_Science,2.0,Yes,Yes,,10.0,1.0,Active,1.0,92.0,Yes,Yes
9281,Doberman,Large,Female,12.0,45.0,Neutered,,Home_cooked,Special,,No,No,No,11.0,1.0,,1.0,91.0,Yes,Yes
9282,Yorkshire_Terrier,Small,Female,9.0,56.0,Neutered,Very_Active,Home_cooked,Special,3.0,No,No,No,,4.0,Active,1.0,66.0,Yes,Yes
9283,Doberman,Large,Female,6.0,39.0,,,Wet_food,Wellness,3.0,No,Yes,No,11.0,0.0,Very_Active,2.0,53.0,Yes,No
9284,Rottweiler,Large,Male,12.0,51.0,Neutered,Very_Active,Wet_food,Hills_Science,2.0,Yes,No,No,12.0,3.0,,2.0,73.0,Yes,Yes
9285,Chihuahua,Small,Female,9.0,51.0,,Low,Special_diet,Blue_Buffalo,1.0,No,No,No,11.0,1.0,Very_Active,2.0,70.0,Yes,Yes
9286,Doberman,Large,Male,11.0,41.0,Neutered,Moderate,Home_cooked,Special,4.0,No,No,No,10.0,1.0,Moderate,0.0,67.0,Yes,Yes
9287,Australian_Shepherd,Medium,Female,13.0,49.0,Neutered,Active,Special_diet,,1.0,No,No,No,11.0,4.0,Very_Active,2.0,64.0,Yes,Yes
9288,Dachshund,Small,Female,13.0,72.0,,Active,Hard_food,Royal_Canin,2.0,Yes,Yes,No,12.0,0.0,Moderate,1.0,74.0,Yes,Yes
9289,Rottweiler,Large,Female,11.0,26.0,,Low,Hard_food,Nutro,3.0,Yes,Yes,No,10.0,1.0,Low,1.0,70.0,Yes,No
9290,Dachshund,Small,Female,4.0,32.0,,Low,Special_diet,Nutro,5.0,No,Yes,No,13.0,1.0,Moderate,2.0,56.0,Yes,Yes
9291,Poodle,Small,,1.0,30.0,,Active,Wet_food,Hills_Science,0.0,No,Yes,No,11.0,2.0,Active,4.0,73.0,Yes,Yes
9292,Rottweiler,Large,Female,5.0,73.0,,,Hard_food,Royal_Canin,3.0,Yes,Yes,No,11.0,2.0,,1.0,81.0,Yes,No
9293,Labrador_Retriever,,Female,1.0,40.0,Neutered,,Hard_food,Nutro,1.0,Yes,Yes,No,11.0,0.0,Very_Active,2.0,62.0,Yes,No
9294,Chihuahua,Small,Male,2.0,35.0,Neutered,Moderate,Hard_food,Blue_Buffalo,5.0,No,Yes,No,11.0,1.0,,1.0,64.0,Yes,Yes
9295,Siberian_Husky,Medium,Female,2.0,38.0,Neutered,Low,Special_diet,Pedigree,3.0,No,Yes,No,11.0,1.0,,0.0,73.0,Yes,Yes
9296,Siberian_Husky,Medium,Male,3.0,46.0,Neutered,Low,Home_cooked,Special,1.0,No,No,No,8.0,1.0,Low,0.0,67.0,Yes,Yes
9297,Beagle,Small,Male,10.0,57.0,Spayed,Active,Special_diet,Nutro,3.0,Yes,Yes,No,11.0,1.0,,2.0,85.0,Yes,Yes
9298,Siberian_Husky,Medium,Male,2.0,42.0,Neutered,,Home_cooked,Special,4.0,No,No,No,9.0,3.0,Low,2.0,54.0,Yes,Yes
9299,Labrador_Retriever,Large,Female,9.0,56.0,,,Home_cooked,Special,3.0,Yes,Yes,No,10.0,1.0,,1.0,33.0,Yes,No
9300,Labrador_Retriever,Large,Male,8.0,46.0,Neutered,Active,Special_diet,Pedigree,0.0,No,No,No,10.0,3.0,Low,0.0,52.0,Yes,Yes
9301,Chihuahua,Small,Female,1.0,58.0,Spayed,Moderate,Home_cooked,Special,2.0,No,No,No,12.0,3.0,,2.0,79.0,Yes,Yes
9302,Chihuahua,Small,Male,11.0,34.0,Neutered,Very_Active,Home_cooked,Special,1.0,No,No,No,12.0,,Very_Active,1.0,55.0,Yes,Yes
9303,Great_Dane,Large,Female,11.0,50.0,Spayed,Active,Special_diet,Nutro,5.0,No,Yes,No,10.0,1.0,,2.0,86.0,Yes,Yes
9304,Bulldog,Medium,Male,13.0,59.0,,Moderate,Home_cooked,Special,5.0,No,No,No,13.0,2.0,Low,1.0,44.0,Yes,Yes
9305,German_Shepherd,Large,Male,5.0,63.0,Neutered,Moderate,Hard_food,Hills_Science,2.0,No,Yes,No,13.0,1.0,,1.0,83.0,Yes,Yes
9306,Bulldog,Medium,Male,11.0,53.0,,Low,Special_diet,Nutro,1.0,Yes,No,No,11.0,2.0,Very_Active,1.0,88.0,Yes,Yes
9307,German_Shepherd,Large,Male,9.0,37.0,Neutered,Moderate,Home_cooked,Special,2.0,Yes,No,No,11.0,1.0,Low,2.0,61.0,Yes,Yes
9308,Australian_Shepherd,Medium,Male,8.0,64.0,Spayed,,Special_diet,Royal_Canin,1.0,No,No,No,10.0,2.0,Low,1.0,32.0,Yes,Yes
9309,Great_Dane,Large,Female,7.0,51.0,Spayed,Very_Active,Special_diet,Royal_Canin,4.0,No,Yes,No,11.0,0.0,Moderate,2.0,57.0,Yes,Yes
9310,German_Shepherd,Large,Male,9.0,65.0,,Low,Wet_food,Blue_Buffalo,2.0,No,No,No,13.0,0.0,Low,3.0,67.0,Yes,No
9311,Yorkshire_Terrier,Small,Male,2.0,71.0,Neutered,Active,Hard_food,Pedigree,3.0,No,Yes,No,12.0,3.0,,3.0,49.0,Yes,Yes
9312,Siberian_Husky,Medium,Male,9.0,10.0,Neutered,,Special_diet,Pedigree,2.0,No,No,No,10.0,1.0,Low,2.0,77.0,Yes,Yes
9313,Doberman,Large,Female,1.0,52.0,,Low,Special_diet,Hills_Science,1.0,No,Yes,No,12.0,0.0,Moderate,1.0,91.0,,No
9314,,Large,Female,8.0,51.0,,Low,Home_cooked,Special,0.0,Yes,No,No,12.0,0.0,Low,1.0,46.0,Yes,Yes
9315,Dachshund,Small,Female,3.0,15.0,Neutered,Moderate,Home_cooked,Special,2.0,Yes,No,No,11.0,2.0,Active,0.0,66.0,Yes,Yes
9316,Labrador_Retriever,Large,Male,5.0,,,Active,Home_cooked,Special,2.0,Yes,Yes,No,10.0,1.0,Low,2.0,76.0,Yes,Yes
9317,,Small,Female,10.0,76.0,Neutered,Moderate,Special_diet,Royal_Canin,3.0,No,No,No,12.0,3.0,Active,3.0,71.0,Yes,Yes
9318,Beagle,Small,Male,4.0,68.0,,,Special_diet,Wellness,4.0,Yes,Yes,No,11.0,3.0,,0.0,52.0,Yes,No
9319,Rottweiler,Large,Female,8.0,37.0,Spayed,Active,Wet_food,Wellness,3.0,Yes,No,No,11.0,0.0,Moderate,3.0,61.0,Yes,Yes
9320,Australian_Shepherd,Medium,Female,10.0,49.0,,,Special_diet,Hills_Science,3.0,No,Yes,No,9.0,2.0,Active,1.0,72.0,Yes,No
9321,Chihuahua,Small,Male,12.0,66.0,Spayed,Moderate,Wet_food,Iams,2.0,Yes,No,No,11.0,2.0,,1.0,64.0,Yes,Yes
9322,Golden_Retriever,Large,Female,10.0,47.0,Neutered,,Wet_food,Blue_Buffalo,3.0,Yes,Yes,No,9.0,0.0,Active,1.0,47.0,Yes,No
9323,Chihuahua,Small,Male,2.0,60.0,Neutered,,Hard_food,Hills_Science,2.0,No,Yes,No,11.0,1.0,Low,0.0,66.0,Yes,No
9324,Doberman,Large,Female,12.0,40.0,Spayed,Low,Hard_food,Blue_Buffalo,4.0,Yes,Yes,No,10.0,1.0,Very_Active,2.0,72.0,Yes,No
9325,Australian_Shepherd,Medium,Female,1.0,33.0,Spayed,,Home_cooked,Special,4.0,No,Yes,No,10.0,2.0,,2.0,79.0,Yes,Yes
9326,Chihuahua,Small,Female,2.0,60.0,Neutered,Active,Home_cooked,Special,4.0,No,Yes,No,11.0,2.0,Low,0.0,56.0,Yes,Yes
9327,Boxer,Medium,Male,10.0,66.0,Spayed,Active,Special_diet,Wellness,4.0,No,No,No,11.0,4.0,Moderate,1.0,75.0,Yes,Yes
9328,Great_Dane,Large,Male,1.0,28.0,,Moderate,Wet_food,Royal_Canin,3.0,Yes,,No,10.0,3.0,Moderate,2.0,44.0,Yes,No
9329,Chihuahua,Small,Male,1.0,28.0,Neutered,Active,Special_diet,Hills_Science,0.0,Yes,No,,10.0,0.0,Moderate,1.0,83.0,Yes,
9330,German_Shepherd,Large,Male,1.0,58.0,,,Hard_food,Pedigree,1.0,Yes,No,No,10.0,1.0,Moderate,2.0,71.0,Yes,No
